학교종류명,설립구분,학교명,남녀공학구분명,고등학교구분명,도로명주소,도로명상세주소
각종학교(고),사립,지구촌학교 고등학교,남여공학,,서울특별시 구로구 오리로 1189,"(오류동, 금강프라자)"
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,미림마이스터고등학교,남여공학,특목고,서울특별시 관악구 호암로 546,미림마이스터고등학교
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,사립,염광메디텍고등학교,남여공학,특성화고,서울특별시 노원구 월계로45가길 9,", 염광메디텍고등학교 (월계동)"
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,서울웹툰애니메이션고등학교,남여공학,특성화고,서울특별시 서초구 과천대로 852-23,(방배동)
고등학교,공립,솔샘고등학교,남여공학,자율고,서울특별시 강북구 인수봉로 39,/ 솔샘고등학교
고등학교,공립,솔샘고등학교,남여공학,자율고,서울특별시 강북구 인수봉로 39,/ 솔샘고등학교
고등학교,공립,솔샘고등학교,남여공학,자율고,서울특별시 강북구 인수봉로 39,/ 솔샘고등학교
고등학교,공립,솔샘고등학교,남여공학,자율고,서울특별시 강북구 인수봉로 39,/ 솔샘고등학교
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울동구고등학교,남여공학,특성화고,서울특별시 성북구 성북로8길 71,/ 동구마케팅고등학교 (성북동)
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,서울정화고등학교,여,특성화고,서울특별시 동대문구 홍릉로15길 50,(제기동)정화여자상업고등학교
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,선일빅데이터고등학교,여,특성화고,서울특별시 은평구 갈현로29길 27,/ 선일빅데이터고등학교 (갈현동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,대경생활과학고등학교,남여공학,특성화고,서울특별시 중구 매봉18길 111,(신당동)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,서울매그넷고등학교,여,특성화고,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자상업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,사립,광운인공지능고등학교,남여공학,특성화고,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,서울인공지능고등학교,남여공학,특성화고,서울특별시 송파구 양산로 21,(거여동)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,공립,용산철도고등학교,남여공학,특성화고,서울특별시 용산구 서빙고로 24,(한강로3가/ 용산철도고등학교)
고등학교,사립,서울동산고등학교,남여공학,특성화고,서울특별시 노원구 공릉로 257,(공릉동)
고등학교,사립,서울동산고등학교,남여공학,특성화고,서울특별시 노원구 공릉로 257,(공릉동)
고등학교,사립,서울동산고등학교,남여공학,특성화고,서울특별시 노원구 공릉로 257,(공릉동)
고등학교,사립,서울동산고등학교,남여공학,특성화고,서울특별시 노원구 공릉로 257,(공릉동)
